Type,Library,Test,Result
Parse Validation, PicoJSON (C++), JsonChecker fail3, true
Parse Validation, PicoJSON (C++), JsonChecker fail4, true
Parse Validation, PicoJSON (C++), JsonChecker fail5, true
Parse Validation, PicoJSON (C++), JsonChecker fail6, true
Parse Validation, PicoJSON (C++), JsonChecker fail7, false
Parse Validation, PicoJSON (C++), JsonChecker fail8, false
Parse Validation, PicoJSON (C++), JsonChecker fail9, true
Parse Validation, PicoJSON (C++), JsonChecker fail10, false
Parse Validation, PicoJSON (C++), JsonChecker fail11, true
Parse Validation, PicoJSON (C++), JsonChecker fail12, true
Parse Validation, PicoJSON (C++), JsonChecker fail13, false
Parse Validation, PicoJSON (C++), JsonChecker fail14, true
Parse Validation, PicoJSON (C++), JsonChecker fail15, true
Parse Validation, PicoJSON (C++), JsonChecker fail16, true
Parse Validation, PicoJSON (C++), JsonChecker fail17, true
Parse Validation, PicoJSON (C++), JsonChecker fail19, true
Parse Validation, PicoJSON (C++), JsonChecker fail20, true
Parse Validation, PicoJSON (C++), JsonChecker fail21, true
Parse Validation, PicoJSON (C++), JsonChecker fail22, true
Parse Validation, PicoJSON (C++), JsonChecker fail23, true
Parse Validation, PicoJSON (C++), JsonChecker fail24, true
Parse Validation, PicoJSON (C++), JsonChecker fail25, true
Parse Validation, PicoJSON (C++), JsonChecker fail26, true
Parse Validation, PicoJSON (C++), JsonChecker fail27, true
Parse Validation, PicoJSON (C++), JsonChecker fail28, true
Parse Validation, PicoJSON (C++), JsonChecker fail29, true
Parse Validation, PicoJSON (C++), JsonChecker fail30, true
Parse Validation, PicoJSON (C++), JsonChecker fail31, true
Parse Validation, PicoJSON (C++), JsonChecker fail32, true
Parse Validation, PicoJSON (C++), JsonChecker fail33, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker pass1, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker pass2, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker pass3, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail2, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail3, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail4, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail5, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail6, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail7, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail8, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail9, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail10, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail11, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail12, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail13, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail14, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail15, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail16, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail17, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail19, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail20, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail21, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail22, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail23, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail24, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail25, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail26, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail27, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail28, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail29, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail30, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail31, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail32, true
Parse Validation, RapidJSON_AutoUTF (C++), JsonChecker fail33, true
Parse Validation, RapidJSON (C++), JsonChecker pass1, true
Parse Validation, RapidJSON (C++), JsonChecker pass2, true
Parse Validation, RapidJSON (C++), JsonChecker pass3, true
Parse Validation, RapidJSON (C++), JsonChecker fail2, true
Parse Validation, RapidJSON (C++), JsonChecker fail3, true
Parse Validation, RapidJSON (C++), JsonChecker fail4, true
Parse Validation, RapidJSON (C++), JsonChecker fail5, true
Parse Validation, RapidJSON (C++), JsonChecker fail6, true
Parse Validation, RapidJSON (C++), JsonChecker fail7, true
Parse Validation, RapidJSON (C++), JsonChecker fail8, true
Parse Validation, RapidJSON (C++), JsonChecker fail9, true
Parse Validation, RapidJSON (C++), JsonChecker fail10, true
Parse Validation, RapidJSON (C++), JsonChecker fail11, true
Parse Validation, RapidJSON (C++), JsonChecker fail12, true
Parse Validation, RapidJSON (C++), JsonChecker fail13, true
Parse Validation, RapidJSON (C++), JsonChecker fail14, true
Parse Validation, RapidJSON (C++), JsonChecker fail15, true
Parse Validation, RapidJSON (C++), JsonChecker fail16, true
Parse Validation, RapidJSON (C++), JsonChecker fail17, true
Parse Validation, RapidJSON (C++), JsonChecker fail19, true
Parse Validation, RapidJSON (C++), JsonChecker fail20, true
Parse Validation, RapidJSON (C++), JsonChecker fail21, true
Parse Validation, RapidJSON (C++), JsonChecker fail22, true
Parse Validation, RapidJSON (C++), JsonChecker fail23, true
Parse Validation, RapidJSON (C++), JsonChecker fail24, true
Parse Validation, RapidJSON (C++), JsonChecker fail25, true
Parse Validation, RapidJSON (C++), JsonChecker fail26, true
Parse Validation, RapidJSON (C++), JsonChecker fail27, true
Parse Validation, RapidJSON (C++), JsonChecker fail28, true
Parse Validation, RapidJSON (C++), JsonChecker fail29, true
Parse Validation, RapidJSON (C++), JsonChecker fail30, true
Parse Validation, RapidJSON (C++), JsonChecker fail31, true
Parse Validation, RapidJSON (C++), JsonChecker fail32, true
Parse Validation, RapidJSON (C++), JsonChecker fail33, true
Parse Validation, SimpleJSON (C++), JsonChecker pass1, true
Parse Validation, SimpleJSON (C++), JsonChecker pass2, true
Parse Validation, SimpleJSON (C++), JsonChecker pass3, true
Parse Validation, SimpleJSON (C++), JsonChecker fail2, true
Parse Validation, SimpleJSON (C++), JsonChecker fail3, true
Parse Validation, SimpleJSON (C++), JsonChecker fail4, true
Parse Validation, SimpleJSON (C++), JsonChecker fail5, true
Parse Validation, SimpleJSON (C++), JsonChecker fail6, true
Parse Validation, SimpleJSON (C++), JsonChecker fail7, true
Parse Validation, SimpleJSON (C++), JsonChecker fail8, true
Parse Validation, SimpleJSON (C++), JsonChecker fail9, true
Parse Validation, SimpleJSON (C++), JsonChecker fail10, true
Parse Validation, SimpleJSON (C++), JsonChecker fail11, true
Parse Validation, SimpleJSON (C++), JsonChecker fail12, true
Parse Validation, SimpleJSON (C++), JsonChecker fail13, true
Parse Validation, SimpleJSON (C++), JsonChecker fail14, true
Parse Validation, SimpleJSON (C++), JsonChecker fail15, true
Parse Validation, SimpleJSON (C++), JsonChecker fail16, true
Parse Validation, SimpleJSON (C++), JsonChecker fail17, true
Parse Validation, SimpleJSON (C++), JsonChecker fail19, true
Parse Validation, SimpleJSON (C++), JsonChecker fail20, true
Parse Validation, SimpleJSON (C++), JsonChecker fail21, true
Parse Validation, SimpleJSON (C++), JsonChecker fail22, true
Parse Validation, SimpleJSON (C++), JsonChecker fail23, true
Parse Validation, SimpleJSON (C++), JsonChecker fail24, true
Parse Validation, SimpleJSON (C++), JsonChecker fail25, false
Parse Validation, SimpleJSON (C++), JsonChecker fail26, true
Parse Validation, SimpleJSON (C++), JsonChecker fail27, true
Parse Validation, SimpleJSON (C++), JsonChecker fail28, true
Parse Validation, SimpleJSON (C++), JsonChecker fail29, true
Parse Validation, SimpleJSON (C++), JsonChecker fail30, true
Parse Validation, SimpleJSON (C++), JsonChecker fail31, true
Parse Validation, SimpleJSON (C++), JsonChecker fail32, true
Parse Validation, SimpleJSON (C++), JsonChecker fail33, true
Parse Validation, udp/json-parser (C), JsonChecker pass1, true
Parse Validation, udp/json-parser (C), JsonChecker pass2, true
Parse Validation, udp/json-parser (C), JsonChecker pass3, true
Parse Validation, udp/json-parser (C), JsonChecker fail2, true
Parse Validation, udp/json-parser (C), JsonChecker fail3, true
Parse Validation, udp/json-parser (C), JsonChecker fail4, false
Parse Validation, udp/json-parser (C), JsonChecker fail5, true
Parse Validation, udp/json-parser (C), JsonChecker fail6, true
Parse Validation, udp/json-parser (C), JsonChecker fail7, true
Parse Validation, udp/json-parser (C), JsonChecker fail8, true
Parse Validation, udp/json-parser (C), JsonChecker fail9, false
Parse Validation, udp/json-parser (C), JsonChecker fail10, true
Parse Validation, udp/json-parser (C), JsonChecker fail11, true
Parse Validation, udp/json-parser (C), JsonChecker fail12, true
Parse Validation, udp/json-parser (C), JsonChecker fail13, true
Parse Validation, udp/json-parser (C), JsonChecker fail14, true
Parse Validation, udp/json-parser (C), JsonChecker fail15, false
Parse Validation, udp/json-parser (C), JsonChecker fail16, true
Parse Validation, udp/json-parser (C), JsonChecker fail17, false
Parse Validation, udp/json-parser (C), JsonChecker fail19, true
Parse Validation, udp/json-parser (C), JsonChecker fail20, true
Parse Validation, udp/json-parser (C), JsonChecker fail21, true
Parse Validation, udp/json-parser (C), JsonChecker fail22, true
Parse Validation, udp/json-parser (C), JsonChecker fail23, true
Parse Validation, udp/json-parser (C), JsonChecker fail24, true
Parse Validation, udp/json-parser (C), JsonChecker fail25, false
Parse Validation, udp/json-parser (C), JsonChecker fail26, false
Parse Validation, udp/json-parser (C), JsonChecker fail27, false
Parse Validation, udp/json-parser (C), JsonChecker fail28, false
Parse Validation, udp/json-parser (C), JsonChecker fail29, true
Parse Validation, udp/json-parser (C), JsonChecker fail30, true
Parse Validation, udp/json-parser (C), JsonChecker fail31, true
Parse Validation, udp/json-parser (C), JsonChecker fail32, true
Parse Validation, udp/json-parser (C), JsonChecker fail33, true
Parse Validation, ujson4c (C), JsonChecker pass1, true
Parse Validation, ujson4c (C), JsonChecker pass2, true
Parse Validation, ujson4c (C), JsonChecker pass3, true
Parse Validation, ujson4c (C), JsonChecker fail2, true
Parse Validation, ujson4c (C), JsonChecker fail3, true
Parse Validation, ujson4c (C), JsonChecker fail4, true
Parse Validation, ujson4c (C), JsonChecker fail5, true
Parse Validation, ujson4c (C), JsonChecker fail6, true
Parse Validation, ujson4c (C), JsonChecker fail7, true
Parse Validation, ujson4c (C), JsonChecker fail8, true
Parse Validation, ujson4c (C), JsonChecker fail9, false
Parse Validation, ujson4c (C), JsonChecker fail10, true
Parse Validation, ujson4c (C), JsonChecker fail11, true
Parse Validation, ujson4c (C), JsonChecker fail12, true
Parse Validation, ujson4c (C), JsonChecker fail13, false
Parse Validation, ujson4c (C), JsonChecker fail14, true
Parse Validation, ujson4c (C), JsonChecker fail15, true
Parse Validation, ujson4c (C), JsonChecker fail16, true
Parse Validation, ujson4c (C), JsonChecker fail17, true
Parse Validation, ujson4c (C), JsonChecker fail19, true
Parse Validation, ujson4c (C), JsonChecker fail20, true
Parse Validation, ujson4c (C), JsonChecker fail21, true
Parse Validation, ujson4c (C), JsonChecker fail22, true
Parse Validation, ujson4c (C), JsonChecker fail23, true
Parse Validation, ujson4c (C), JsonChecker fail24, true
Parse Validation, ujson4c (C), JsonChecker fail25, false
Parse Validation, ujson4c (C), JsonChecker fail26, true
Parse Validation, ujson4c (C), JsonChecker fail27, false
Parse Validation, ujson4c (C), JsonChecker fail28, true
Parse Validation, ujson4c (C), JsonChecker fail29, false
Parse Validation, ujson4c (C), JsonChecker fail30, false
Parse Validation, ujson4c (C), JsonChecker fail31, true
Parse Validation, ujson4c (C), JsonChecker fail32, true
Parse Validation, ujson4c (C), JsonChecker fail33, true
Parse Validation, Vinenthz/libjson (C), JsonChecker pass1, true
Parse Validation, Vinenthz/libjson (C), JsonChecker pass2, true
Parse Validation, Vinenthz/libjson (C), JsonChecker pass3, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail2, false
Parse Validation, Vinenthz/libjson (C), JsonChecker fail3, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail4, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail5, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail6, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail7, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail8, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail9, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail10, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail11, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail12, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail13, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail14, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail15, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail16, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail17, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail19, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail20, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail21, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail22, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail23, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail24, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail25, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail26, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail27, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail28, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail29, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail30, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail31, true
Parse Validation, Vinenthz/libjson (C), JsonChecker fail32, false
Parse Validation, Vinenthz/libjson (C), JsonChecker fail33, true
Parse Validation, JSON Voorhees (C++), JsonChecker pass1, true
Parse Validation, JSON Voorhees (C++), JsonChecker pass2, true
Parse Validation, JSON Voorhees (C++), JsonChecker pass3, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail2, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail3, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail4, false
Parse Validation, JSON Voorhees (C++), JsonChecker fail5, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail6, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail7, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail8, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail9, false
Parse Validation, JSON Voorhees (C++), JsonChecker fail10, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail11, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail12, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail13, false
Parse Validation, JSON Voorhees (C++), JsonChecker fail14, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail15, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail16, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail17, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail19, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail20, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail21, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail22, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail23, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail24, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail25, false
Parse Validation, JSON Voorhees (C++), JsonChecker fail26, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail27, false
Parse Validation, JSON Voorhees (C++), JsonChecker fail28, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail29, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail30, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail31, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail32, true
Parse Validation, JSON Voorhees (C++), JsonChecker fail33, true
Parse Validation, YAJL (C), JsonChecker pass1, true
Parse Validation, YAJL (C), JsonChecker pass2, true
Parse Validation, YAJL (C), JsonChecker pass3, true
Parse Validation, YAJL (C), JsonChecker fail2, true
Parse Validation, YAJL (C), JsonChecker fail3, true
Parse Validation, YAJL (C), JsonChecker fail4, true
Parse Validation, YAJL (C), JsonChecker fail5, true
Parse Validation, YAJL (C), JsonChecker fail6, true
Parse Validation, YAJL (C), JsonChecker fail7, true
Parse Validation, YAJL (C), JsonChecker fail8, true
Parse Validation, YAJL (C), JsonChecker fail9, true
Parse Validation, YAJL (C), JsonChecker fail10, true
Parse Validation, YAJL (C), JsonChecker fail11, true
Parse Validation, YAJL (C), JsonChecker fail12, true
Parse Validation, YAJL (C), JsonChecker fail13, true
Parse Validation, YAJL (C), JsonChecker fail14, true
Parse Validation, YAJL (C), JsonChecker fail15, true
Parse Validation, YAJL (C), JsonChecker fail16, true
Parse Validation, YAJL (C), JsonChecker fail17, true
Parse Validation, YAJL (C), JsonChecker fail19, true
Parse Validation, YAJL (C), JsonChecker fail20, true
Parse Validation, YAJL (C), JsonChecker fail21, true
Parse Validation, YAJL (C), JsonChecker fail22, true
Parse Validation, YAJL (C), JsonChecker fail23, true
Parse Validation, YAJL (C), JsonChecker fail24, true
Parse Validation, YAJL (C), JsonChecker fail25, true
Parse Validation, YAJL (C), JsonChecker fail26, true
Parse Validation, YAJL (C), JsonChecker fail27, true
Parse Validation, YAJL (C), JsonChecker fail28, true
Parse Validation, YAJL (C), JsonChecker fail29, true
Parse Validation, YAJL (C), JsonChecker fail30, true
Parse Validation, YAJL (C), JsonChecker fail31, true
Parse Validation, YAJL (C), JsonChecker fail32, true
Parse Validation, YAJL (C), JsonChecker fail33, true
